,S2AQ21A,S1Q2A,S1Q2B,S1Q2C1,S1Q2C3,S1Q2C4,S1Q2E,S1Q6A
36290,10,1,1, , , ,10,10
36291, ,1,1, , , , ,3
36292,9,1,1, , , , ,8
36293,10,2, ,2,2,2, ,8
36294,9,1,1, , , , ,10
36295,1,1,1, , , ,5,7
36296,8,1,1, , , , ,10
36297,7,1,1, , , , ,14
36298,9,1,1, , , , ,7
36299,4,1,2, , , , ,10
36300,7,1,1, , , ,5,11
36301,3,1,1, , , , ,10
36302,4,1,2, , , , ,8
36303,99,1,1, , , , ,8
36304,3,1,2, , , , ,12
36305,3,1,1, , , , ,10
36306,4,1,1, , , , ,12
36307,1,2, ,1,2,2, ,8
36308,6,1,1, , , ,2,10
36309,3,1,1, , , , ,8
36310,4,1,1, , , , ,10
36311,5,1,1, , , ,9,7
36312,6,1,1, , , , ,10
36313,7,1,1, , , ,14,8
36314, ,1,1, , , , ,4
36315,1,1,1, , , , ,4
36316,3,1,1, , , , ,10
36317,4,1,1, , , , ,8
36318, ,1,1, , , , ,8
36319,5,1,2, , , , ,8
36320,4,1,1, , , , ,10
36321, ,1,1, , , , ,10
36322,10,1,1, , , , ,7
36323,10,1,1, , , , ,8
36324,3,1,1, , , ,10,12
36325, ,1,1, , , , ,8
36326,3,1,1, , , , ,10
36327,4,1,1, , , ,5,9
36328,3,1,2, , , , ,12
36329, ,1,1, , , , ,8
36330,1,1,1, , , , ,8
36331, ,1,1, , , , ,10
36332,3,1,1, , , , ,8
36333,3,1,1, , , , ,8
36334,4,1,1, , , ,5,10
36335,5,1,1, , , , ,10
36336, ,1,1, , , , ,14
36337,99,1,1, , , , ,10
36338,9,1,1, , , ,5,7
36339, ,1,1, , , ,1,11
36340, ,1,1, , , , ,11
36341,4,1,1, , , , ,12
36342, ,9, ,9,9,9, ,7
36343,4,1,1, , , ,9,11
36344,2,1,1, , , , ,8
36345,7,1,1, , , , ,7
36346,1,1,1, , , , ,8
36347,5,1,1, , , , ,7
36348,7,1,1, , , , ,10
36349,1,1,1, , , ,10,10
36350, ,1,1, , , , ,12
36351,8,1,1, , , ,12,10
36352,2,1,1, , , ,3,14
36353,2,1,1, , , , ,12
36354,3,1,1, , , , ,11
36355, ,1,1, , , , ,10
36356,10,1,2, , , , ,13
36357,8,1,2, , , , ,8
36358,99,1,2, , , , ,8
36359,99,1,1, , , , ,14
36360,8,1,1, , , , ,13
36361, ,1,1, , , , ,8
36362,1,1,1, , , , ,10
36363,5,1,1, , , ,11,12
36364,4,2, ,2,2,2, ,7
36365,2,1,1, , , , ,13
36366,4,1,1, , , , ,4
36367,10,1,2, , , , ,8
36368,9,1,1, , , , ,7
36369, ,2, ,1,2,2, ,7
36370,8,1,1, , , , ,12
36371,5,1,1, , , ,6,7
36372,7,1,1, , , , ,8
36373,8,1,1, , , , ,10
36374,4,1,1, , , , ,14
36375,3,1,1, , , , ,10
36376,8,1,2, , , , ,10
36377,5,1,1, , , , ,13
36378,99,1,1, , , , ,10
36379, ,1,1, , , , ,8
36380, ,1,1, , , , ,6
36381,5,1,1, , , , ,8
36382,5,1,1, , , , ,14
36383, ,1,1, , , ,99,7
36384, ,1,1, , , ,99,12
36385,3,2, ,1,2,2,10,11
36386,8,1,2, , , , ,8
36387, ,1,1, , , , ,8
36388,7,1,1, , , , ,11
36389,7,1,1, , , , ,8
36390,1,1,1, , , , ,8
36391,2,1,1, , , , ,11
36392, ,1,1, , , , ,11
36393,4,1,1, , , , ,7
36394,9,1,1, , , , ,6
36395,1,1,1, , , , ,12
36396, ,1,1, , , , ,7
36397,9,1,1, , , , ,12
36398,10,1,1, , , , ,8
36399,3,1,1, , , , ,12
36400, ,1,1, , , , ,6
36401, ,1,1, , , , ,10
36402,10,1,1, , , ,11,10
36403,3,1,1, , , , ,10
36404, ,1,1, , , , ,12
36405,8,1,1, , , , ,12
36406,8,1,1, , , , ,8
36407, ,1,1, , , , ,6
36408,4,1,1, , , , ,10
36409,4,1,1, , , , ,8
36410,1,1,2, , , , ,4
36411,2,1,1, , , , ,8
36412, ,1,1, , , ,9,10
36413, ,1,1, , , ,12,11
36414,7,1,1, , , , ,14
36415, ,1,1, , , , ,8
36416,9,1,1, , , , ,10
36417,9,1,2, , , , ,10
36418,99,1,1, , , , ,8
36419, ,1,2, , , , ,8
36420,4,1,2, , , , ,8
36421,6,1,2, , , , ,8
36422, ,1,1, , , , ,9
36423,10,1,1, , , , ,4
36424,9,1,1, , , ,14,12
36425,5,1,1, , , ,6,9
36426,5,1,1, , , , ,13
36427,10,1,1, , , ,99,8
36428,2,1,1, , , , ,8
36429,6,1,1, , , , ,11
36430,10,1,1, , , , ,8
36431,10,1,1, , , , ,9
36432,99,1,1, , , , ,10
36433,1,1,1, , , , ,8
36434,5,1,1, , , , ,11
36435,3,1,1, , , ,12,8
36436, ,1,1, , , , ,4
36437,6,1,1, , , , ,8
36438,4,1,1, , , , ,14
36439,10,1,1, , , , ,10
36440, ,1,1, , , , ,11
36441,1,1,1, , , , ,11
36442,7,1,1, , , , ,1
36443,1,1,1, , , ,2,10
36444,10,2, ,2,2,2, ,4
36445, ,1,1, , , , ,7
36446,10,1,1, , , , ,4
36447,1,1,1, , , , ,10
36448,1,1,1, , , ,8,9
36449,5,1,1, , , , ,14
36450, ,1,1, , , , ,12
36451,7,1,2, , , , ,8
36452,6,1,1, , , , ,14
36453,3,1,1, , , , ,12
36454,3,1,1, , , , ,8
36455, ,1,1, , , , ,3
36456,3,1,1, , , , ,11
36457,4,1,1, , , , ,11
36458,6,1,1, , , ,0,7
36459,1,1,2, , , , ,10
36460,4,1,1, , , ,12,9
36461,3,2, ,2,2,2, ,7
36462,9,1,1, , , , ,14
36463,5,1,1, , , , ,12
36464, ,1,1, , , , ,11
36465,4,1,1, , , , ,12
36466,8,1,2, , , , ,7
36467,10,1,1, , , , ,13
36468,7,1,1, , , , ,10
36469, ,1,1, , , , ,10
36470,10,1,1, , , , ,8
36471,3,1,1, , , ,6,6
36472,9,1,1, , , , ,10
36473,6,1,1, , , ,12,14
36474, ,1,2, , , , ,10
36475, ,1,1, , , , ,8
36476,7,1,2, , , , ,11
36477, ,1,1, , , , ,8
36478,1,1,1, , , , ,12
36479,7,1,2, , , , ,10
36480, ,1,2, , , , ,8
36481,10,1,1, , , , ,8
36482,6,1,2, , , , ,14
36483,7,1,1, , , , ,13
36484,10,1,1, , , , ,10
36485,1,1,1, , , , ,12
36486,10,1,1, , , ,14,10
36487,3,1,1, , , , ,12
36488,4,1,1, , , ,7,8
36489, ,1,1, , , , ,9
36490,10,1,2, , , , ,7
36491, ,1,1, , , , ,4
36492,3,1,2, , , , ,8
36493,10,1,1, , , , ,8
36494,9,1,2, , , , ,8
36495, ,1,2, , , , ,2
36496,2,1,2, , , , ,10
36497,5,1,1, , , , ,9
36498,5,1,1, , , , ,8
36499,4,1,1, , , , ,13
36500, ,1,1, , , , ,14
36501, ,1,1, , , , ,8
36502,1,1,1, , , , ,10
36503,5,1,1, , , ,9,13
36504,4,1,2, , , , ,10
36505, ,1,1, , , , ,10
36506, ,1,1, , , ,16,11
36507,6,1,1, , , , ,8
36508,6,1,1, , , , ,7
36509, ,1,1, , , , ,12
36510, ,1,1, , , , ,4
36511,10,2, ,2,2,1, ,8
36512,3,1,1, , , , ,8
36513,8,1,1, , , , ,14
36514,1,1,1, , , , ,7
36515,3,1,2, , , , ,7
36516,4,1,1, , , ,10,10
36517,5,1,2, , , , ,4
36518,5,1,2, , , , ,1
36519,10,1,1, , , , ,10
36520,9,1,1, , , , ,1
36521,8,1,1, , , , ,8
36522,4,1,1, , , , ,5
36523, ,1,1, , , , ,8
36524,5,1,1, , , , ,8
36525,6,1,1, , , , ,9
36526,6,1,1, , , , ,13
36527,10,1,1, , , , ,10
36528,8,1,1, , , , ,11
36529,1,1,1, , , , ,9
36530,4,1,1, , , ,17,11
36531,3,1,1, , , , ,8
36532,10,1,1, , , , ,12
36533,10,1,2, , , , ,8
36534,10,1,1, , , , ,10
36535,5,1,1, , , , ,8
36536,3,1,1, , , , ,13
36537,10,1,2, , , , ,10
36538,4,1,1, , , , ,10
36539,4,1,1, , , , ,12
36540, ,9, ,9,9,9, ,14
36541,10,9, ,9,9,9, ,14
36542,4,1,1, , , , ,12
36543,5,1,1, , , ,1,8
36544,8,1,1, , , , ,6
36545,3,1,1, , , , ,12
36546,9,1,2, , , , ,8
36547,5,1,1, , , , ,12
36548,7,1,2, , , , ,8
36549,7,1,1, , , , ,11
36550,3,1,1, , , , ,12
36551,4,1,1, , , , ,8
36552,4,1,1, , , , ,8
36553,10,1,1, , , , ,8
36554,4,1,2, , , , ,8
36555,9,1,1, , , , ,10
36556,3,1,1, , , ,12,7
36557, ,1,1, , , ,14,8
36558,9,1,1, , , , ,13
36559,2,1,1, , , , ,13
36560, ,1,2, , , , ,10
36561,5,1,1, , , ,17,10
36562,10,1,1, , , , ,8
36563,7,1,1, , , , ,8
36564,1,1,1, , , ,8,10
36565,5,1,1, , , , ,12
36566,7,1,1, , , , ,12
36567,8,1,1, , , , ,13
36568,1,1,1, , , , ,12
36569, ,1,1, , , , ,8
36570,3,1,1, , , , ,10
36571, ,1,1, , , , ,13
36572,3,1,1, , , , ,10
36573,9,1,2, , , , ,7
36574,6,1,1, , , , ,12
36575,1,1,2, , , , ,11
36576,5,1,1, , , , ,12
36577,1,2, ,1,2,2, ,8
36578, ,2, ,1,2,2, ,8
36579,7,1,1, , , , ,7
36580,6,1,1, , , , ,11
36581,4,1,1, , , , ,11
36582,4,1,1, , , ,6,8
36583,5,1,1, , , , ,12
36584,3,1,1, , , , ,12
36585,9,1,1, , , , ,10
36586,10,1,1, , , , ,8
36587, ,1,1, , , , ,8
36588,2,1,2, , , , ,10
36589,10,1,1, , , , ,12
36590,7,1,1, , , , ,11
36591, ,1,1, , , , ,8
36592, ,1,1, , , , ,13
36593,3,1,1, , , , ,10
36594,9,1,1, , , , ,13
36595,1,1,1, , , , ,8
36596,6,1,2, , , , ,10
36597, ,1,1, , , , ,8
36598,10,1,1, , , , ,7
36599,5,1,1, , , , ,12
36600,3,1,1, , , ,6,8
36601,5,1,1, , , , ,12
36602,5,1,1, , , , ,12
36603,10,1,1, , , , ,9
36604,8,1,1, , , , ,8
36605,10,1,2, , , , ,10
36606,1,1,1, , , , ,11
36607,10,1,1, , , , ,7
36608,3,1,1, , , , ,12
36609, ,1,2, , , , ,8
36610,5,1,1, , , , ,4
36611,4,1,2, , , , ,10
36612,10,1,1, , , , ,7
36613,5,2, ,2,2,2, ,5
36614, ,1,2, , , , ,8
36615, ,1,1, , , , ,8
36616,10,1,1, , , , ,10
36617, ,1,1, , , , ,7
36618,5,1,1, , , , ,12
36619,3,1,1, , , ,6,10
36620,7,9, ,9,9,9, ,8
36621,9,1,1, , , , ,8
36622,4,1,1, , , , ,12
36623,1,1,1, , , , ,10
36624,7,1,2, , , , ,9
36625, ,2, ,2,2,2, ,3
36626,5,1,1, , , , ,10
36627,5,1,1, , , , ,10
36628, ,1,2, , , , ,8
36629,4,1,1, , , ,7,8
36630, ,1,1, , , , ,11
36631, ,1,2, , , , ,8
36632,3,2, ,1,2,2, ,8
36633,99,1,1, , , ,15,8
36634,1,1,1, , , , ,7
36635,6,1,1, , , , ,8
36636,10,1,1, , , , ,12
36637,1,1,1, , , ,3,8
36638,10,1,1, , , , ,7
36639, ,1,1, , , , ,12
36640,5,1,1, , , , ,12
36641,9,1,1, , , ,99,11
36642,6,1,1, , , , ,13
36643,1,1,1, , , , ,10
36644,9,1,1, , , , ,12
36645,10,1,1, , , , ,12
36646,10,1,1, , , , ,7
36647,4,1,1, , , , ,8
36648,9,1,1, , , , ,12
36649, ,1,1, , , , ,10
36650,1,1,2, , , , ,8
36651,8,1,1, , , , ,4
36652,5,1,1, , , , ,12
36653,4,1,2, , , , ,12
36654,6,1,1, , , , ,14
36655,3,1,1, , , , ,12
36656, ,1,1, , , , ,13
36657, ,1,1, , , , ,8
36658,1,2, ,1,2,2, ,10
36659,6,1,1, , , , ,14
36660,3,1,1, , , ,7,12
36661,6,1,1, , , , ,10
36662,9,1,1, , , , ,12
36663,9,1,2, , , , ,9
36664, ,1,1, , , ,11,10
36665,1,1,2, , , , ,11
36666,6,2, ,1,2,2, ,11
36667, ,1,1, , , , ,4
36668, ,1,1, , , ,5,1
36669, ,1,1, , , , ,8
36670, ,1,1, , , , ,12
36671,10,1,2, , , , ,9
36672,8,1,1, , , , ,8
36673,10,1,1, , , , ,4
36674, ,1,1, , , , ,7
36675,6,1,2, , , , ,12
36676,7,1,1, , , , ,10
36677,3,1,1, , , , ,10
36678, ,1,1, , , , ,10
36679,10,1,1, , , , ,7
36680,6,1,1, , , , ,14
36681, ,1,1, , , , ,8
36682,5,1,1, , , , ,11
36683,9,1,1, , , , ,8
36684,5,1,2, , , , ,12
36685,7,1,1, , , , ,7
36686,3,1,1, , , , ,10
36687,10,1,1, , , , ,8
36688,6,1,1, , , , ,8
36689,10,1,1, , , , ,8
36690,9,1,1, , , , ,7
36691,3,1,1, , , ,2,8
36692, ,1,1, , , , ,8
36693,4,1,1, , , , ,12
36694,10,1,2, , , , ,8
36695,4,1,1, , , , ,14
36696, ,1,1, , , , ,10
36697,1,1,1, , , , ,10
36698,6,1,1, , , ,7,14
36699, ,1,1, , , , ,12
36700, ,1,1, , , , ,2
36701, ,1,9, , , , ,4
36702, ,1,2, , , , ,7
36703,10,1,1, , , , ,12
36704,3,1,1, , , , ,13
36705, ,1,1, , , , ,8
36706,9,1,1, , , , ,7
36707,7,1,1, , , , ,14
36708,3,1,1, , , , ,12
36709,1,1,1, , , ,7,7
36710,4,1,1, , , , ,8
36711,9,1,1, , , , ,10
36712, ,1,1, , , ,12,10
36713,4,1,1, , , , ,10
36714,9,1,1, , , , ,14
36715,5,1,1, , , , ,12
36716,10,1,1, , , , ,12
36717,1,1,1, , , , ,13
36718,10,1,2, , , , ,10
36719,3,1,1, , , , ,8
36720,10,1,1, , , , ,8
36721,9,1,1, , , ,6,10
36722,1,1,1, , , , ,8
36723,1,1,1, , , , ,11
36724, ,1,1, , , , ,12
36725,4,1,1, , , , ,10
36726,5,1,1, , , , ,10
36727,2,1,9, , , , ,12
36728,1,1,1, , , ,10,8
36729,2,1,1, , , ,2,7
36730,99,1,1, , , , ,10
36731,5,1,1, , , , ,11
36732, ,1,1, , , , ,7
36733,1,1,2, , , , ,8
36734, ,1,1, , , , ,7
36735,3,1,1, , , , ,12
36736,3,1,1, , , ,16,12
36737,10,1,1, , , , ,3
36738,5,1,1, , , , ,12
36739,4,1,1, , , , ,12
36740, ,1,1, , , , ,10
36741, ,1,2, , , , ,8
36742, ,1,1, , , , ,13
36743,3,1,1, , , , ,10
36744,10,1,1, , , , ,12
36745, ,1,1, , , ,99,11
36746,7,1,1, , , ,3,9
36747,5,1,1, , , , ,10
36748,3,1,1, , , , ,12
36749,8,1,1, , , ,99,8
36750, ,1,1, , , , ,4
36751,10,1,1, , , , ,8
36752,5,1,1, , , , ,8
36753, ,1,1, , , , ,12
36754,5,1,1, , , , ,10
36755, ,1,1, , , , ,7
36756,9,1,2, , , , ,8
36757,4,1,2, , , , ,13
36758,5,1,1, , , , ,8
36759, ,1,2, , , , ,6
36760,9,1,1, , , ,12,9
36761, ,1,1, , , , ,8
36762,2,1,1, , , , ,10
36763, ,1,1, , , ,9,8
36764,2,1,1, , , , ,7
36765, ,1,2, , , , ,10
36766, ,1,1, , , , ,8
36767, ,1,1, , , , ,12
36768,6,1,1, , , , ,12
36769,9,1,1, , , , ,8
36770,4,1,1, , , ,12,10
36771,3,1,2, , , , ,10
36772,5,1,1, , , , ,12
36773,4,1,1, , , ,13,11
36774,10,1,1, , , , ,14
36775,1,1,1, , , , ,7
36776,1,1,1, , , ,15,10
36777,5,1,1, , , , ,14
36778,1,1,2, , , , ,7
36779,10,1,1, , , , ,10
36780,8,1,1, , , , ,7
36781,3,1,2, , , , ,8
36782,5,1,1, , , ,3,10
36783, ,1,2, , , , ,8
36784,5,1,1, , , , ,7
36785,3,1,1, , , , ,12
36786, ,1,1, , , , ,8
36787,2,1,1, , , , ,11
36788, ,1,1, , , , ,1
36789, ,1,2, , , , ,8
36790,3,1,2, , , , ,14
36791,7,1,1, , , , ,10
36792,5,1,1, , , , ,8
36793,6,1,1, , , , ,11
36794,4,1,1, , , ,8,10
36795,9,1,1, , , , ,9
36796, ,1,1, , , , ,4
36797,5,1,1, , , ,0,10
36798,9,1,2, , , , ,10
36799,5,1,1, , , , ,14
36800,1,1,1, , , , ,8
36801, ,1,1, , , , ,10
36802,8,1,1, , , , ,12
36803,6,1,1, , , , ,12
36804,4,1,1, , , ,4,14
36805, ,1,1, , , , ,10
36806, ,9, ,9,9,9, ,10
36807,4,1,1, , , ,8,10
36808,4,1,2, , , , ,11
36809,3,1,1, , , , ,8
36810,6,1,1, , , , ,8
36811,6,1,1, , , , ,8
36812,10,1,1, , , , ,8
36813,4,1,1, , , , ,8
36814,2,1,1, , , ,7,7
36815,2,1,1, , , , ,8
36816,3,1,1, , , , ,14
36817,3,1,1, , , , ,9
36818,2,2, ,2,2,2, ,12
36819,1,1,1, , , ,15,9
36820,7,1,1, , , , ,14
36821,1,2, ,2,2,2, ,10
36822, ,1,1, , , , ,8
36823,4,1,1, , , , ,14
36824,10,1,1, , , ,4,10
36825,6,1,1, , , , ,13
36826, ,1,1, , , , ,13
36827,9,1,1, , , , ,12
36828,3,1,2, , , , ,10
36829,5,1,2, , , , ,13
36830,9,1,1, , , , ,12
36831,5,1,1, , , , ,12
36832,8,1,1, , , ,7,8
36833,10,1,1, , , , ,7
36834,4,1,1, , , , ,14
36835,10,1,1, , , , ,8
36836,3,1,1, , , , ,12
36837,6,1,2, , , , ,10
36838, ,1,1, , , , ,10
36839,8,1,1, , , , ,13
36840,8,2, ,2,2,2, ,5
36841,1,1,1, , , , ,13
36842,9,1,1, , , , ,8
36843,4,1,1, , , , ,7
36844, ,1,1, , , , ,12
36845, ,1,1, , , , ,4
36846, ,1,1, , , , ,8
36847, ,1,1, , , , ,7
36848,7,1,1, , , , ,7
36849,5,1,1, , , , ,8
36850, ,1,1, , , , ,12
36851, ,2, ,2,2,2, ,7
36852, ,1,1, , , , ,7
36853,1,1,1, , , , ,8
36854, ,1,1, , , , ,10
36855,10,1,1, , , , ,11
36856, ,1,1, , , , ,12
36857,7,1,1, , , , ,12
36858, ,1,1, , , , ,8
36859,99,1,1, , , , ,9
36860, ,1,1, , , , ,12
36861,5,1,1, , , , ,14
36862,10,1,1, , , , ,11
36863, ,1,1, , , , ,10
36864, ,1,1, , , , ,4
36865,3,1,1, , , , ,10
36866,10,1,2, , , , ,8
36867,10,2, ,2,2,2, ,4
36868,6,1,1, , , ,15,8
36869,3,1,1, , , , ,8
36870,10,1,1, , , , ,8
36871,5,1,1, , , , ,12
36872, ,1,1, , , , ,14
36873,5,1,1, , , , ,12
36874,2,1,1, , , ,6,10
36875, ,1,2, , , , ,8
36876,1,1,1, , , , ,12
36877, ,1,1, , , , ,7
36878,4,1,1, , , ,9,8
36879,2,1,1, , , , ,12
36880,2,1,2, , , , ,10
36881,5,1,1, , , , ,11
36882,5,1,1, , , , ,8
36883,10,1,1, , , ,14,8
36884, ,1,2, , , , ,12
36885,4,1,1, , , , ,10
36886,8,1,1, , , , ,8
36887,2,1,1, , , , ,12
36888, ,1,1, , , , ,12
36889,9,1,2, , , , ,13
36890, ,1,1, , , , ,4
36891,4,1,1, , , , ,11
36892, ,1,2, , , , ,11
36893, ,1,2, , , , ,8
36894,10,1,1, , , , ,8
36895,10,1,1, , , , ,7
36896,1,1,1, , , , ,8
36897, ,1,1, , , , ,7
36898,5,1,1, , , ,5,5
36899,5,1,1, , , , ,4
36900, ,1,1, , , , ,10
36901,10,1,1, , , , ,7
36902,7,1,1, , , , ,11
36903,6,1,1, , , , ,11
36904,6,1,1, , , ,99,7
36905,10,1,1, , , , ,8
36906,8,1,1, , , , ,8
36907,10,1,1, , , , ,8
36908,1,1,1, , , , ,7
36909,6,1,1, , , , ,12
36910, ,1,1, , , , ,9
36911,2,1,1, , , ,5,14
36912,9,1,1, , , , ,9
36913,3,1,1, , , , ,14
36914,5,1,1, , , , ,1
36915,1,1,1, , , ,15,10
36916,10,1,1, , , , ,12
36917, ,1,1, , , , ,7
36918,4,1,1, , , , ,14
36919, ,1,1, , , , ,7
36920,10,1,1, , , , ,12
36921,9,1,1, , , , ,8
36922, ,1,1, , , , ,8
36923,9,1,1, , , , ,7
36924,3,1,1, , , , ,9
36925, ,1,1, , , , ,10
36926,1,1,1, , , ,3,7
36927,10,1,1, , , , ,12
36928,10,1,1, , , , ,12
36929,10,1,1, , , , ,8
36930, ,1,1, , , , ,6
36931,10,2, ,1,2,2, ,10
36932,3,1,1, , , , ,14
36933,2,1,1, , , , ,11
36934,9,1,1, , , , ,7
36935,3,1,1, , , , ,10
36936,1,1,1, , , , ,14
36937,2,1,1, , , , ,14
36938,3,1,1, , , , ,10
36939,1,2, ,1,2,2, ,11
36940,5,1,1, , , , ,13
36941,5,1,1, , , , ,10
36942, ,1,1, , , , ,11
36943, ,1,1, , , , ,8
36944,1,1,1, , , , ,8
36945,10,1,1, , , ,4,13
36946,7,1,1, , , , ,12
36947,9,1,1, , , , ,14
36948,6,1,2, , , , ,10
36949,10,1,1, , , ,7,7
36950,1,1,1, , , ,4,9
36951,1,1,1, , , , ,8
36952,4,1,1, , , ,5,10
36953,5,1,1, , , , ,7
36954,1,1,1, , , , ,10
36955,99,1,1, , , , ,7
36956,6,1,1, , , , ,13
36957, ,1,1, , , , ,5
36958, ,1,1, , , , ,12
36959,10,1,1, , , , ,7
36960,10,1,1, , , , ,8
36961,10,1,2, , , , ,6
36962,5,1,1, , , , ,10
36963,3,1,1, , , , ,12
36964,10,1,1, , , , ,10
36965, ,1,1, , , , ,12
36966,5,1,1, , , , ,8
36967,10,1,1, , , , ,3
36968, ,1,1, , , , ,10
36969,3,2, ,2,2,2, ,8
36970, ,2, ,2,2,2, ,8
36971,5,1,1, , , ,10,10
36972,8,1,1, , , , ,8
36973,5,1,1, , , ,8,14
36974,2,1,1, , , , ,14
36975,4,1,1, , , , ,8
36976,5,1,1, , , , ,8
36977, ,1,1, , , , ,10
36978,99,1,2, , , , ,7
36979,7,1,1, , , , ,8
36980,6,1,1, , , , ,14
36981,9,1,1, , , ,3,14
36982, ,1,1, , , , ,8
36983,9,1,1, , , ,4,8
36984,1,1,1, , , , ,10
36985,5,1,1, , , , ,10
36986,1,1,1, , , , ,10
36987,1,1,1, , , ,14,8
36988,7,2, ,2,2,2, ,8
36989,5,1,1, , , ,9,7
36990,6,1,1, , , , ,11
36991,4,1,1, , , , ,10
36992,6,1,1, , , , ,14
36993, ,1,2, , , , ,11
36994,6,1,2, , , , ,8
36995,4,1,1, , , , ,11
36996, ,1,2, , , , ,5
36997,3,1,1, , , ,16,7
36998,5,1,1, , , , ,7
36999,4,1,1, , , ,7,14
37000, ,1,1, , , , ,10
37001,3,1,1, , , ,7,10
37002, ,1,1, , , ,11,14
37003,4,1,1, , , , ,10
37004,10,1,2, , , , ,8
37005,7,1,1, , , , ,8
37006,5,1,1, , , ,5,12
37007,3,1,1, , , , ,14
37008,4,1,1, , , , ,11
37009,5,1,1, , , , ,12
37010,3,1,1, , , ,6,12
37011,10,1,1, , , ,11,6
37012,3,1,1, , , , ,14
37013,7,1,1, , , , ,10
37014,8,1,1, , , ,7,8
37015, ,1,1, , , , ,4
37016,1,1,1, , , , ,11
37017, ,1,1, , , ,7,3
37018, ,1,1, , , , ,3
37019,10,1,2, , , , ,8
37020,6,1,1, , , ,3,12
37021, ,1,1, , , , ,10
37022,10,1,1, , , , ,12
37023,1,1,1, , , , ,7
37024,3,1,1, , , , ,13
37025,9,1,1, , , , ,8
37026, ,1,1, , , , ,8
37027,9,1,1, , , , ,10
37028, ,1,1, , , , ,7
37029,2,1,2, , , , ,12
37030, ,1,1, , , , ,8
37031,7,1,1, , , ,8,14
37032,3,1,1, , , , ,12
37033, ,1,1, , , , ,8
37034, ,2, ,2,2,2, ,3
37035, ,1,1, , , ,5,12
37036,3,1,1, , , , ,11
37037, ,1,1, , , , ,11
37038, ,1,1, , , , ,1
37039,3,1,1, , , ,5,12
37040,99,1,1, , , , ,8
37041, ,1,1, , , , ,14
37042,1,1,1, , , , ,11
37043,9,1,1, , , , ,10
37044,4,1,1, , , , ,11
37045,3,1,2, , , , ,14
37046,6,1,1, , , , ,8
37047,7,1,1, , , , ,10
37048, ,1,1, , , , ,8
37049, ,1,2, , , , ,8
37050, ,1,1, , , , ,8
37051, ,1,1, , , , ,12
37052, ,1,1, , , , ,14
37053,7,1,1, , , , ,14
37054,3,1,1, , , , ,13
37055, ,1,1, , , , ,10
37056,4,1,2, , , , ,10
37057,2,1,1, , , , ,11
37058,9,1,1, , , , ,10
37059, ,1,1, , , ,3,8
37060, ,1,2, , , , ,5
37061, ,1,1, , , , ,3
37062,3,1,1, , , , ,8
37063,3,1,1, , , , ,10
37064, ,1,1, , , , ,4
37065,4,1,1, , , , ,11
37066,5,1,1, , , , ,12
37067,9,1,1, , , , ,10
37068,9,1,1, , , , ,10
37069,4,1,1, , , , ,8
37070,3,1,1, , , , ,13
37071,6,1,1, , , , ,12
37072,1,1,1, , , , ,11
37073,10,1,1, , , ,7,12
37074,2,1,1, , , , ,10
37075,9,1,1, , , , ,7
37076,8,1,1, , , , ,12
37077,8,1,1, , , , ,11
37078,7,1,1, , , , ,8
37079,1,1,1, , , , ,7
37080,1,1,1, , , , ,14
37081, ,1,1, , , , ,8
37082,1,1,1, , , , ,7
37083,8,1,2, , , , ,10
37084,4,1,1, , , ,12,8
37085,4,1,1, , , ,5,8
37086,3,1,2, , , , ,10
37087,1,1,1, , , , ,14
37088, ,1,1, , , ,7,7
37089,1,1,1, , , , ,10
37090, ,1,1, , , , ,8
37091,2,1,1, , , , ,8
37092, ,1,1, , , , ,11
37093,9,1,1, , , , ,12
37094,8,1,1, , , , ,10
37095,9,1,1, , , , ,13
37096,3,1,2, , , , ,7
37097,4,1,1, , , , ,12
37098,2,1,1, , , , ,11
37099,9,1,1, , , , ,10
37100,3,1,1, , , , ,7
37101,3,1,1, , , , ,14
37102,7,1,1, , , , ,8
37103,10,1,1, , , , ,7
37104,6,1,1, , , , ,10
37105,4,1,1, , , , ,6
37106,1,1,1, , , , ,8
37107,6,1,1, , , , ,8
37108,4,1,1, , , ,11,8
37109,4,1,1, , , , ,10
37110,10,1,1, , , , ,12
37111,2,1,1, , , , ,8
37112, ,1,1, , , , ,8
37113,5,1,1, , , , ,12
37114, ,1,1, , , , ,8
37115, ,1,1, , , , ,14
37116, ,1,1, , , , ,10
37117, ,1,1, , , , ,10
37118,4,2, ,2,2,2, ,8
37119,5,1,1, , , ,16,10
37120, ,1,1, , , , ,6
37121, ,1,1, , , , ,9
37122,3,1,1, , , , ,8
37123,10,1,1, , , , ,10
37124,6,1,1, , , , ,11
37125,7,1,1, , , ,13,10
37126, ,1,2, , , , ,8
37127,6,1,1, , , , ,14
37128, ,1,1, , , , ,4
37129,10,1,1, , , , ,8
37130,5,1,1, , , ,3,7
37131, ,1,1, , , , ,8
37132, ,1,1, , , , ,8
37133, ,1,2, , , , ,14
37134,2,1,1, , , ,14,7
37135, ,1,2, , , , ,6
37136,5,1,1, , , , ,4
37137,2,1,1, , , ,16,9
37138,6,2, ,2,2,2, ,4
37139,5,1,1, , , ,15,10
37140,2,1,1, , , ,9,10
37141,6,1,1, , , , ,8
37142,7,1,1, , , , ,14
37143,4,1,1, , , , ,11
37144, ,1,1, , , , ,6
37145,8,1,1, , , , ,8
37146,9,1,1, , , , ,12
